avg_speed,avg_gap,avg_congestion,avg_waiting,distance_remaining,delay,type_EMU,type_EXPRESS,type_FREIGHT,type_SUPERFAST
18.777243209710473,115.22404144767606,0.49967024372905344,437.99898659398224,0.09237083927589662,60.91488067787104,False,True,False,False
21.57024807812575,103.20906838826397,0.7467467725125942,110.70719735922694,0.060753729588020056,62.901962845354305,False,False,True,False
34.90915876207631,56.96540418834372,0.5626667806563331,207.9838166219317,0.604191950743664,44.055303315104005,False,False,False,True
16.900153512096225,184.14366767993894,0.08330258311179639,397.96838211469094,0.9661163224927548,40.518385021912565,False,True,False,False
35.437738968426,145.60412735004553,0.1855802367835554,289.253606714688,0.502721308954724,35.505844973108545,True,False,False,False
8.084705084184202,260.3817927355811,0.21932818403091914,443.1426231809363,0.05151522593930513,62.154365945850984,True,False,False,False
32.187945302302076,14.472326242207185,0.2578642536448449,576.7247407337159,0.22121865607745617,66.14418516489927,True,False,False,False
34.664167156915774,194.94103862876227,0.5654033919505043,69.9280126291185,0.24479290641577067,45.318772311744276,False,False,True,False
11.363617849306856,230.06991916091053,0.5039657798253935,425.7406298388366,0.33785712913695,61.20347241463972,False,False,False,True
20.062128633027015,229.04853791055058,0.20316003836420893,138.20649337926872,0.04360338358621263,35.11093080945945,False,False,False,True
10.792492113227947,266.39182029317993,0.06755484345568707,248.68603644454154,0.9048927004979163,38.12136193876453,True,False,False,False
29.73114451479762,220.06495413470074,0.17143220447471808,19.717635477083896,0.5155639447214952,27.091019867749875,False,False,True,False
23.737171882157988,278.7039681860704,0.9843813126186033,81.54442937561936,0.6709307929541091,53.589354665490184,False,False,True,False
27.236317134791236,103.13369694716299,0.46854694979147227,191.8663734293398,0.06717283689500897,49.960009858617234,True,False,False,False
11.87704384346739,153.4467779417052,0.8673455047021125,205.19148317279098,0.0541154678036494,66.11242568949392,True,False,False,False
12.411105171834684,9.15350066845275,0.8487524666688433,539.7511298772574,0.5864677720405472,96.52221182206313,True,False,False,False
6.452406392846723,7.052488254470908,0.5115195574628737,445.0877455599091,0.887296010504208,86.62486789124137,False,True,False,False
16.27236373185054,75.83735303319837,0.7066877084605435,583.3097809122246,0.528482000959547,71.73074735234796,False,True,False,False
24.591063146678625,34.738123156030156,0.19275201041271228,359.4429062011443,0.8778191725700715,42.44959441058597,False,True,False,False
35.02772198990651,81.76235354104732,0.6883967049269083,145.02823925479078,0.8109912730552393,45.33813826032517,True,False,False,False
28.342460661053824,57.22777188587723,0.2723845792632895,196.59301795298572,0.07585378579492075,40.677916719432815,False,False,False,True
20.2388713189913,13.41340732740123,0.8320620967541508,191.90155397518026,0.2019574743856899,70.91822130918327,True,False,False,False
38.35920400379482,273.24472318978457,0.08372413310890992,195.89659659795095,0.6577106691553425,23.205005777524008,True,False,False,False
30.173582020154115,7.425823759723,0.7731386728852775,403.7785038670894,0.44350138255004157,81.55902901330991,False,True,False,False
37.55578210018925,222.1442325794402,0.09993690656861953,318.4847568542497,0.29069981364692055,32.412485940786546,False,True,False,False
23.465579064525798,49.88362664125738,0.881189236894309,231.25450685198658,0.4186338560479791,58.83106595004852,False,False,False,True
14.061649617759887,274.107738489882,0.3042045181350037,89.45386123722996,0.44519964627063435,38.40602922111596,True,False,False,False
6.8489340227652695,268.3748021790163,0.6543933648305748,13.283497765287544,0.9105522508215965,41.75181516640248,False,True,False,False
30.412969801934768,197.9008381789309,0.48750227862027984,131.30080655261557,0.10345828370495302,39.314238505231515,False,True,False,False
9.245604930193695,203.30907419117852,0.366303145262339,64.48284238120876,0.279730746807615,42.554928263293824,True,False,False,False
15.597129489518851,6.57504688105812,0.6454418331834965,471.2670185113436,0.5375648165827139,83.60318327277218,False,False,False,True
23.63648177593641,295.5371120035126,0.947522980551238,67.49877468833122,0.6982869266305917,50.327630646233885,True,False,False,False
